employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted
71130,Analytics,Kochi,Master's & above,m,sourcing,1,31,2.0,2,0,82.0,0
37601,Operations,Delhi,Bachelor's,m,sourcing,1,32,4.0,9,0,60.0,0
67026,Legal,Delhi,Bachelor's,m,other,1,40,1.0,10,0,,0
69125,Technology,Patna,Bachelor's,f,referred,1,30,5.0,2,0,79.0,0
46447,Sales & Marketing,Mumbai,Bachelor's,m,other,1,29,4.0,5,0,51.0,0
61806,Operations,Ahmedabad,Master's & above,f,sourcing,1,41,4.0,3,0,60.0,0
61348,Sales & Marketing,Hyderabad,Master's & above,m,other,1,39,5.0,6,0,52.0,0
20936,Operations,Guwahati,Bachelor's,m,sourcing,2,31,5.0,3,0,60.0,0
70315,Legal,Hyderabad,Bachelor's,m,other,1,29,3.0,2,0,,0
53433,Sales & Marketing,Coimbatore,Bachelor's,m,other,1,26,3.0,2,0,50.0,0
60477,Operations,Ranchi,Master's & above,f,other,1,39,3.0,9,0,64.0,0
53112,Analytics,Jaipur,Bachelor's,f,other,1,27,5.0,4,0,83.0,0
9850,Sales & Marketing,Ranchi,Bachelor's,m,sourcing,2,29,2.0,2,0,48.0,0
51265,Technology,Bangalore,Bachelor's,m,other,1,36,5.0,10,0,78.0,0
6894,Procurement,Delhi,Bachelor's,f,sourcing,1,54,4.0,13,0,70.0,0
58813,Analytics,Guwahati,Bachelor's,m,other,1,27,3.0,2,0,84.0,0
12872,Operations,Delhi,Master's & above,f,sourcing,1,33,3.0,4,0,57.0,0
34831,Analytics,Hyderabad,Bachelor's,f,other,3,30,5.0,7,0,86.0,0
24494,Operations,Hyderabad,Master's & above,f,other,2,41,5.0,9,0,64.0,0
64287,HR,Mumbai,Bachelor's,f,other,1,27,1.0,3,0,48.0,0
5989,Sales & Marketing,Bangalore,Bachelor's,m,sourcing,1,31,1.0,4,0,51.0,0
69804,Technology,Vadodara,Master's & above,f,sourcing,1,37,4.0,5,0,79.0,0
52391,Technology,Amritsar,Bachelor's,f,other,1,31,1.0,2,0,80.0,0
30923,Procurement,Hyderabad,Bachelor's,m,sourcing,2,25,,1,0,71.0,1
68917,Technology,Delhi,Master's & above,m,sourcing,1,56,3.0,16,0,78.0,0
35505,Operations,Bangalore,Below Secondary,f,other,1,26,3.0,4,0,58.0,0
38949,Operations,Hyderabad,Master's & above,m,other,2,40,3.0,4,0,,0
24649,Sales & Marketing,Lucknow,Bachelor's,f,sourcing,1,28,,1,0,49.0,0
8095,Sales & Marketing,Bangalore,Bachelor's,m,sourcing,1,48,2.0,18,0,48.0,0
76803,Technology,Delhi,Bachelor's,m,sourcing,1,33,4.0,6,0,81.0,1
50457,Operations,Hyderabad,Master's & above,f,referred,2,33,4.0,9,0,59.0,1
74515,Technology,Kochi,Bachelor's,m,other,1,31,3.0,5,0,78.0,1
69504,Sales & Marketing,Delhi,Bachelor's,m,other,1,54,5.0,15,0,49.0,0
41482,Analytics,Patna,,m,other,1,29,2.0,2,1,86.0,0
59664,Procurement,Chandigarh,Master's & above,f,other,1,34,1.0,5,0,68.0,0
2095,Sales & Marketing,Delhi,Bachelor's,m,other,1,32,4.0,3,0,89.0,1
23811,Technology,Bhubaneswar,Master's & above,f,other,1,37,4.0,2,0,81.0,0
36388,Procurement,Lucknow,Master's & above,m,other,1,36,3.0,7,1,72.0,0
61238,Sales & Marketing,Coimbatore,Bachelor's,f,other,1,27,3.0,2,0,54.0,0
56142,Sales & Marketing,Vadodara,Master's & above,m,sourcing,3,32,3.0,2,0,48.0,0
18986,Procurement,Lucknow,Master's & above,f,sourcing,1,34,3.0,2,0,67.0,0
40342,Operations,Ahmedabad,Master's & above,f,sourcing,1,46,3.0,17,0,64.0,0
28386,Sales & Marketing,Kolkata,Master's & above,m,other,1,33,5.0,6,0,49.0,0
71820,Procurement,Guwahati,Bachelor's,f,other,1,26,3.0,4,0,69.0,0
46936,Sales & Marketing,Hubli,Bachelor's,m,other,1,28,1.0,4,0,48.0,0
35095,Analytics,Hyderabad,Bachelor's,m,other,1,32,4.0,4,0,85.0,0
1998,Technology,Bhubaneswar,Master's & above,f,other,1,33,3.0,6,0,84.0,0
22944,Operations,Nagpur,Bachelor's,m,other,1,35,5.0,7,0,60.0,0
57066,Sales & Marketing,Hyderabad,,m,other,1,30,2.0,4,0,51.0,0
3122,Operations,Lucknow,Master's & above,m,other,1,39,1.0,9,0,57.0,0
72415,Operations,Hyderabad,Master's & above,m,other,1,36,5.0,6,0,62.0,0
10906,Sales & Marketing,Chandigarh,Bachelor's,m,sourcing,1,51,3.0,19,0,50.0,1
44953,Operations,Visakhapatnam,Bachelor's,m,sourcing,1,26,3.0,2,0,57.0,0
68626,Sales & Marketing,Hyderabad,,m,sourcing,4,24,,1,0,51.0,0
43646,Operations,Thiruvananthapuram,Master's & above,f,other,1,39,4.0,5,0,56.0,0
53417,Sales & Marketing,Delhi,Master's & above,f,sourcing,1,53,1.0,17,0,48.0,0
10016,Sales & Marketing,Vadodara,Master's & above,m,sourcing,1,52,2.0,9,0,47.0,0
58874,Procurement,Kochi,Master's & above,m,other,1,39,3.0,3,0,70.0,0
25269,Sales & Marketing,Guwahati,Bachelor's,m,other,1,32,1.0,5,0,44.0,0
37301,Analytics,Noida,Master's & above,m,sourcing,1,40,3.0,9,0,84.0,0
13737,R&D,Kochi,Bachelor's,m,sourcing,1,30,,1,0,86.0,0
12940,Sales & Marketing,Delhi,Bachelor's,f,other,1,40,5.0,12,0,53.0,0
14856,R&D,Hyderabad,Master's & above,m,sourcing,1,32,3.0,1,0,80.0,0
52515,Sales & Marketing,Bangalore,,m,other,1,35,4.0,7,0,46.0,0
62419,Sales & Marketing,Hyderabad,Master's & above,m,sourcing,1,28,1.0,4,0,50.0,0
41097,Technology,Bhubaneswar,Bachelor's,f,sourcing,1,34,3.0,5,0,86.0,0
26777,Technology,Visakhapatnam,Bachelor's,f,sourcing,2,33,4.0,3,0,76.0,0
66118,Finance,Delhi,Bachelor's,f,sourcing,1,52,3.0,4,0,62.0,0
48001,Sales & Marketing,Kochi,Bachelor's,m,other,1,41,3.0,10,0,52.0,0
77349,Sales & Marketing,Patna,Bachelor's,m,other,1,36,3.0,3,0,52.0,0
20528,Sales & Marketing,Delhi,Bachelor's,m,other,1,35,2.0,3,0,47.0,0
36456,Operations,Bangalore,Master's & above,f,other,2,39,3.0,8,0,62.0,0
52193,Sales & Marketing,Hyderabad,Master's & above,m,other,2,34,1.0,7,0,50.0,0
1533,Operations,Mumbai,Master's & above,f,sourcing,1,33,3.0,3,0,65.0,0
12659,Operations,Bangalore,Bachelor's,m,sourcing,2,36,3.0,7,0,56.0,0
38286,Sales & Marketing,Surat,Bachelor's,m,sourcing,1,26,1.0,3,0,50.0,0
8183,Sales & Marketing,Delhi,,m,other,1,30,2.0,8,0,53.0,0
17841,Operations,Indore,Bachelor's,m,other,1,41,3.0,4,0,,0
39090,Operations,Hyderabad,Bachelor's,m,other,1,27,,1,0,59.0,0
64757,Procurement,Delhi,Master's & above,f,other,1,48,1.0,15,0,70.0,0
6767,Operations,Ranchi,Bachelor's,f,sourcing,1,35,4.0,10,0,62.0,1
58026,Operations,Patna,Bachelor's,f,sourcing,2,34,4.0,8,0,,0
63854,Procurement,Mumbai,Bachelor's,f,sourcing,1,30,5.0,4,0,69.0,1
23088,Technology,Nagpur,Bachelor's,m,other,1,39,4.0,6,0,80.0,0
34376,R&D,Delhi,Master's & above,m,other,1,37,3.0,2,0,85.0,0
67063,Sales & Marketing,Delhi,Bachelor's,m,other,2,31,5.0,5,0,54.0,0
33932,Procurement,Hyderabad,Bachelor's,f,sourcing,1,28,3.0,4,0,69.0,0
20614,Technology,Delhi,Bachelor's,m,other,1,34,3.0,4,0,83.0,0
26918,Procurement,Delhi,Bachelor's,f,other,1,41,3.0,10,0,68.0,0
34753,Legal,Mumbai,Bachelor's,m,other,1,31,4.0,4,0,59.0,0
50698,Procurement,Ranchi,Bachelor's,m,other,1,35,3.0,7,0,68.0,0
48954,Operations,Kochi,Bachelor's,f,sourcing,1,30,4.0,5,0,58.0,0
57027,Sales & Marketing,Nagpur,Bachelor's,f,sourcing,1,29,5.0,3,0,49.0,0
56267,Technology,Hyderabad,Bachelor's,m,other,1,29,1.0,3,0,79.0,0
24030,Procurement,Delhi,Master's & above,m,other,2,35,3.0,2,0,67.0,0
6196,Technology,Noida,Bachelor's,f,other,1,28,5.0,3,0,75.0,1
76104,Sales & Marketing,Lucknow,Bachelor's,f,sourcing,1,31,3.0,7,0,51.0,0
60837,Sales & Marketing,Mysore,Bachelor's,f,other,4,29,1.0,5,0,54.0,0
55666,HR,Hyderabad,Bachelor's,m,other,1,32,3.0,5,0,46.0,0
72148,Legal,Delhi,Master's & above,m,other,1,40,2.0,8,0,59.0,0
10977,Sales & Marketing,Kochi,,m,other,1,29,3.0,5,0,48.0,1
31315,Technology,Patna,Master's & above,f,other,1,36,4.0,8,0,81.0,0
54467,Operations,Hubli,Master's & above,m,sourcing,2,40,5.0,4,0,62.0,0
53196,Procurement,Bangalore,Master's & above,f,other,1,42,4.0,3,0,70.0,1
74623,Finance,Delhi,Bachelor's,m,other,2,27,4.0,2,0,57.0,0
55260,Operations,Hyderabad,Bachelor's,m,other,1,27,1.0,5,0,,0
42070,Operations,Chennai,Master's & above,m,other,1,36,3.0,10,0,57.0,1
56290,Technology,Delhi,Bachelor's,f,other,1,53,4.0,14,0,82.0,0
4154,Operations,Bhubaneswar,Master's & above,f,sourcing,1,35,5.0,3,0,62.0,0
74440,Procurement,Hubli,Bachelor's,m,other,1,28,1.0,4,0,70.0,0
2209,Operations,Coimbatore,Master's & above,m,sourcing,1,44,3.0,5,0,63.0,0
3412,Sales & Marketing,Bangalore,Bachelor's,m,other,1,36,1.0,3,1,49.0,0
12616,Sales & Marketing,Delhi,,m,sourcing,3,21,,1,0,52.0,0
28420,Sales & Marketing,Coimbatore,Bachelor's,m,sourcing,1,33,4.0,6,0,56.0,0
74421,Analytics,Surat,Bachelor's,m,other,1,41,3.0,6,0,82.0,0
2026,R&D,Delhi,,m,other,2,27,,1,0,87.0,0
31533,Legal,Delhi,Master's & above,m,other,1,38,3.0,8,0,63.0,0
25035,Operations,Bangalore,Master's & above,f,sourcing,1,50,5.0,3,0,62.0,0
73139,Operations,Ahmedabad,Bachelor's,m,other,1,26,,1,0,,0
73987,Analytics,Chandigarh,Bachelor's,m,other,1,33,5.0,8,0,87.0,0
32482,Sales & Marketing,Ahmedabad,Bachelor's,m,sourcing,2,39,3.0,9,0,46.0,0
41557,Operations,Bangalore,Master's & above,m,other,1,44,4.0,15,0,58.0,0
49366,Operations,Jamshedpur,Bachelor's,f,sourcing,1,34,3.0,3,0,65.0,0
66541,Operations,Bangalore,Bachelor's,f,other,1,35,5.0,5,0,58.0,1
75999,Procurement,Noida,Bachelor's,m,other,2,31,5.0,2,1,84.0,1
51610,HR,Bangalore,Below Secondary,f,other,1,26,5.0,2,0,51.0,0
52163,Sales & Marketing,Chennai,Bachelor's,m,other,1,34,4.0,10,0,47.0,0
17794,Sales & Marketing,Mysore,Bachelor's,f,other,1,29,3.0,1,0,49.0,0
17827,Analytics,Kochi,Bachelor's,m,other,3,30,2.0,7,0,83.0,0
8311,Finance,Hyderabad,Bachelor's,m,other,2,28,,1,0,64.0,1
60869,Procurement,Chandigarh,Bachelor's,f,sourcing,1,28,2.0,2,0,65.0,0
67494,Procurement,Chandigarh,Bachelor's,m,sourcing,2,34,4.0,9,0,70.0,0
57522,Sales & Marketing,Hyderabad,Bachelor's,m,sourcing,4,24,,1,0,53.0,0
37274,Sales & Marketing,Chennai,Bachelor's,m,sourcing,1,29,3.0,2,0,47.0,0
34253,Analytics,Delhi,Bachelor's,m,sourcing,1,40,4.0,5,0,83.0,0
51686,Sales & Marketing,Hyderabad,Bachelor's,m,sourcing,1,29,1.0,6,0,53.0,0
10988,Technology,Hyderabad,Bachelor's,m,other,1,30,,1,0,81.0,0
40181,Operations,Delhi,Bachelor's,m,other,2,30,,1,0,59.0,0
44725,Sales & Marketing,Bangalore,Bachelor's,m,sourcing,1,48,3.0,8,0,48.0,0
7566,Analytics,Nagpur,Bachelor's,m,other,1,31,5.0,3,0,83.0,0
43553,Analytics,Delhi,Bachelor's,m,other,1,40,4.0,11,0,82.0,0
30840,Technology,Delhi,Bachelor's,f,other,2,34,4.0,6,0,77.0,0
69020,Technology,Thiruvananthapuram,Bachelor's,f,other,1,32,4.0,7,0,79.0,0
38111,HR,Chennai,Bachelor's,m,other,1,28,1.0,4,0,54.0,0
51305,Sales & Marketing,Mumbai,Bachelor's,f,sourcing,1,32,3.0,6,0,53.0,0
66639,Operations,Guwahati,Bachelor's,m,other,1,32,3.0,8,0,54.0,0
36660,Operations,Ahmedabad,Bachelor's,f,sourcing,1,44,5.0,16,0,55.0,0
19816,Sales & Marketing,Kochi,Bachelor's,m,other,1,29,1.0,3,0,52.0,0
78190,Operations,Kochi,Bachelor's,m,other,1,32,4.0,7,0,60.0,0
32072,Operations,Jaipur,Master's & above,m,sourcing,1,37,5.0,3,0,64.0,0
2017,Sales & Marketing,Delhi,Bachelor's,f,sourcing,1,36,3.0,7,0,54.0,0
27580,Analytics,Kochi,Master's & above,m,other,2,33,2.0,5,0,86.0,0
56778,Operations,Ahmedabad,Bachelor's,m,other,1,27,5.0,2,0,55.0,1
53078,Operations,Ranchi,Master's & above,m,sourcing,1,34,3.0,4,0,58.0,0
11535,Procurement,Coimbatore,Bachelor's,f,other,1,28,,1,0,69.0,0
49380,Operations,Delhi,Master's & above,m,sourcing,1,43,4.0,12,0,,0
39643,Procurement,Hubli,Bachelor's,m,other,1,33,5.0,8,0,68.0,0
514,Technology,Delhi,Master's & above,m,other,2,41,3.0,12,0,78.0,0
48320,HR,Kochi,Bachelor's,m,sourcing,1,40,3.0,7,0,53.0,0
37892,Sales & Marketing,Amritsar,Bachelor's,f,sourcing,2,32,3.0,4,0,,0
27913,Legal,Delhi,Master's & above,m,other,1,44,5.0,3,0,58.0,0
63466,Procurement,Delhi,Master's & above,f,referred,1,55,5.0,4,0,68.0,1
16659,Analytics,Hyderabad,Bachelor's,f,other,1,30,4.0,7,0,88.0,0
27630,Sales & Marketing,Kochi,Bachelor's,m,other,1,43,5.0,2,0,52.0,0
36734,Finance,Delhi,Bachelor's,m,other,1,45,4.0,15,0,57.0,0
15446,Sales & Marketing,Hyderabad,Bachelor's,m,sourcing,2,30,,1,0,67.0,1
11382,Sales & Marketing,Patna,Bachelor's,m,other,1,28,1.0,2,0,49.0,0
12648,Finance,Jaipur,Bachelor's,m,other,1,29,3.0,6,0,59.0,0
63448,Operations,Delhi,Master's & above,f,sourcing,1,45,3.0,15,0,60.0,0
31042,Operations,Shillong,Bachelor's,m,sourcing,1,26,,1,0,54.0,0
22443,Analytics,Bangalore,Bachelor's,m,other,1,45,5.0,6,0,85.0,0
77882,Procurement,Thiruvananthapuram,Bachelor's,f,sourcing,1,29,4.0,6,0,71.0,0
57412,HR,Chennai,Bachelor's,m,other,1,25,5.0,2,0,,0
54877,Sales & Marketing,Delhi,,m,other,1,41,3.0,9,0,50.0,0
68459,Finance,Delhi,Master's & above,m,other,1,47,3.0,18,0,65.0,0
5883,Analytics,Jamshedpur,Bachelor's,m,other,1,30,,1,0,90.0,0
69310,Procurement,Delhi,Master's & above,f,other,1,50,1.0,15,0,70.0,0
15642,Sales & Marketing,Hyderabad,Bachelor's,m,other,2,28,3.0,2,0,,0
5314,Operations,Ahmedabad,Master's & above,f,other,1,38,3.0,10,0,57.0,0
42606,Operations,Delhi,Master's & above,f,sourcing,1,36,4.0,3,0,,0
13185,Analytics,Hyderabad,,m,sourcing,1,28,3.0,6,0,84.0,0
64775,Analytics,Hyderabad,Bachelor's,m,sourcing,2,28,1.0,7,0,82.0,0
34962,Sales & Marketing,Hyderabad,Bachelor's,m,other,2,31,4.0,7,0,,0
50494,Analytics,Lucknow,Bachelor's,m,other,1,33,3.0,5,0,85.0,0
70003,Technology,Visakhapatnam,Master's & above,m,sourcing,1,35,1.0,7,0,78.0,0
24767,Operations,Noida,Master's & above,m,sourcing,2,36,3.0,10,0,62.0,1
20196,HR,Delhi,Below Secondary,f,other,1,22,2.0,2,0,54.0,0
41646,Technology,Delhi,Bachelor's,f,sourcing,2,36,3.0,8,0,82.0,0
71854,Technology,Delhi,Bachelor's,m,referred,2,33,4.0,7,0,79.0,0
12593,Sales & Marketing,Visakhapatnam,Bachelor's,m,sourcing,1,32,5.0,2,0,57.0,0
41803,Procurement,Jaipur,Bachelor's,m,other,1,28,5.0,3,0,65.0,0
19847,Operations,Gurgaon,Bachelor's,m,sourcing,1,26,,1,0,59.0,0
19434,Procurement,Delhi,Master's & above,f,other,1,34,3.0,7,0,69.0,0
70682,Technology,Chandigarh,Bachelor's,m,sourcing,1,33,4.0,9,0,84.0,0
67645,HR,Kochi,Bachelor's,m,other,1,38,3.0,9,0,46.0,0
56378,Operations,Delhi,Master's & above,m,sourcing,1,38,1.0,6,0,57.0,0
14212,Operations,Delhi,Bachelor's,m,other,2,46,5.0,12,0,59.0,0
20705,Sales & Marketing,Chandigarh,Bachelor's,m,sourcing,1,40,5.0,5,0,49.0,0
48073,Sales & Marketing,Delhi,Bachelor's,f,other,3,33,1.0,6,0,50.0,0
37358,HR,Noida,Master's & above,f,sourcing,1,35,4.0,3,0,48.0,0
2768,Operations,Bangalore,Master's & above,f,other,1,39,3.0,8,0,59.0,0
201,Technology,Visakhapatnam,Bachelor's,m,sourcing,1,26,,1,0,80.0,0
46867,Sales & Marketing,Delhi,Bachelor's,m,sourcing,1,29,5.0,5,0,99.0,1
27215,Operations,Surat,Bachelor's,m,other,1,50,5.0,10,0,59.0,0
37996,Analytics,Hyderabad,Bachelor's,m,other,1,35,3.0,4,0,82.0,0
10813,Technology,Kochi,Bachelor's,m,other,1,30,4.0,3,0,85.0,0
5335,HR,Hyderabad,Bachelor's,m,other,1,27,5.0,2,0,48.0,0
39309,Operations,Chandigarh,Bachelor's,f,sourcing,1,36,3.0,3,0,58.0,0
58970,Technology,Coimbatore,Master's & above,f,sourcing,1,32,3.0,7,0,81.0,0
18635,Sales & Marketing,Vadodara,Bachelor's,m,other,1,31,1.0,3,0,51.0,0
45242,Finance,Delhi,Bachelor's,m,sourcing,2,36,4.0,8,0,58.0,0
57417,Operations,Pune,Bachelor's,m,other,1,38,2.0,9,0,56.0,0
44229,R&D,Hyderabad,Bachelor's,m,sourcing,2,29,5.0,2,0,83.0,0
42608,Operations,Delhi,Bachelor's,f,other,1,52,3.0,8,0,54.0,0
78008,Sales & Marketing,Chandigarh,Bachelor's,m,other,1,24,5.0,2,0,46.0,0
63553,Sales & Marketing,Mumbai,Bachelor's,m,other,1,43,4.0,11,0,46.0,0
46697,Sales & Marketing,Bangalore,Master's & above,m,sourcing,1,50,4.0,17,0,50.0,0
18159,Procurement,Thiruvananthapuram,Bachelor's,f,other,1,30,,1,0,69.0,0
39429,Technology,Patna,Master's & above,m,other,2,36,4.0,2,0,77.0,0
69769,Procurement,Bangalore,Bachelor's,f,sourcing,1,36,5.0,2,0,62.0,0
30856,Operations,Indore,Bachelor's,f,other,1,39,4.0,6,0,60.0,0
19738,Analytics,Chennai,Bachelor's,m,other,2,32,5.0,6,0,81.0,0
6273,Finance,Hyderabad,Master's & above,m,other,1,32,2.0,3,0,63.0,0
32524,Procurement,Kochi,Bachelor's,m,sourcing,1,45,4.0,13,0,71.0,0
54319,Technology,Bangalore,Bachelor's,f,sourcing,1,29,4.0,4,0,80.0,0
8338,Operations,Kochi,Bachelor's,m,other,1,32,5.0,6,0,57.0,0
7753,Technology,Bhubaneswar,Bachelor's,m,other,2,36,3.0,2,0,79.0,0
41953,Technology,Bhubaneswar,Master's & above,m,other,1,49,3.0,21,0,79.0,0
17054,Procurement,Bangalore,Master's & above,m,other,1,42,3.0,4,0,69.0,0
48086,Analytics,Shillong,Bachelor's,m,other,2,30,2.0,4,0,89.0,0
9718,Sales & Marketing,Indore,Master's & above,m,other,1,41,1.0,5,0,49.0,0
55014,Operations,Jamshedpur,Bachelor's,f,other,1,33,4.0,5,0,57.0,0
52169,Sales & Marketing,Amritsar,Bachelor's,m,other,2,32,1.0,7,0,55.0,0
69406,Operations,Coimbatore,Bachelor's,f,other,1,28,4.0,2,0,57.0,0
1938,Sales & Marketing,Visakhapatnam,Bachelor's,m,other,1,31,5.0,4,0,48.0,0
26404,Analytics,Guwahati,Bachelor's,m,other,2,30,3.0,4,0,84.0,0
44511,Technology,Mumbai,Bachelor's,f,other,1,29,,1,0,81.0,0
16326,Procurement,Delhi,Bachelor's,m,sourcing,1,29,2.0,4,0,69.0,0
62242,Procurement,Patna,Master's & above,m,other,1,45,3.0,4,0,67.0,0
41592,Procurement,Bangalore,Bachelor's,f,other,1,31,3.0,4,0,73.0,0
45161,Operations,Ahmedabad,Master's & above,f,other,1,46,4.0,11,0,56.0,0
71784,Operations,Ahmedabad,Bachelor's,m,other,1,33,4.0,4,0,,0
61596,Finance,Ahmedabad,Bachelor's,m,sourcing,2,33,4.0,6,0,73.0,1
40455,Procurement,Vadodara,Master's & above,m,sourcing,1,31,,1,0,72.0,0
7311,Analytics,Chandigarh,Bachelor's,m,sourcing,1,30,1.0,3,0,83.0,0
61884,Sales & Marketing,Bhubaneswar,Master's & above,m,other,1,35,3.0,5,0,51.0,0
59620,Sales & Marketing,Delhi,,m,other,1,39,1.0,9,0,44.0,0
44018,Analytics,Chandigarh,Bachelor's,m,other,2,36,4.0,3,0,77.0,0
51298,Technology,Delhi,Below Secondary,f,other,2,26,,1,0,81.0,0
19655,Operations,Dehradun,Bachelor's,f,sourcing,1,32,2.0,4,0,58.0,0
12637,Procurement,Delhi,Bachelor's,f,other,1,38,5.0,5,0,73.0,0
23991,Sales & Marketing,Bangalore,Bachelor's,m,sourcing,1,33,3.0,5,0,52.0,0
61232,Analytics,Hyderabad,Master's & above,m,other,2,39,5.0,2,0,86.0,0
29452,Operations,Chandigarh,Master's & above,m,sourcing,1,54,5.0,12,0,62.0,0
47678,Technology,Mumbai,Bachelor's,f,sourcing,2,34,4.0,4,0,78.0,0
62415,Operations,Bangalore,Bachelor's,m,sourcing,2,30,4.0,4,0,59.0,0
41225,Legal,Delhi,Bachelor's,f,other,1,31,3.0,6,0,,0
36209,Procurement,Hyderabad,Bachelor's,m,sourcing,1,29,1.0,5,0,72.0,0
67676,Technology,Chandigarh,Master's & above,f,sourcing,1,34,4.0,6,0,84.0,0
7928,Analytics,Hyderabad,Bachelor's,m,other,2,32,3.0,7,0,83.0,0
7293,Operations,Delhi,Master's & above,f,sourcing,2,38,3.0,6,0,63.0,1
16432,Sales & Marketing,Hyderabad,Bachelor's,m,sourcing,2,24,1.0,2,0,52.0,0
36632,Sales & Marketing,Bangalore,Bachelor's,f,other,1,44,4.0,4,0,50.0,0
26611,Sales & Marketing,Delhi,Master's & above,m,other,3,48,3.0,24,0,54.0,0
28724,Sales & Marketing,Surat,Bachelor's,m,other,1,35,1.0,7,0,,0
72485,Procurement,Delhi,Master's & above,m,sourcing,1,39,3.0,6,0,71.0,0
73047,Operations,Delhi,Bachelor's,m,other,1,33,4.0,7,0,62.0,0
475,Sales & Marketing,Mumbai,Bachelor's,m,other,1,40,5.0,11,0,51.0,0
54769,Operations,Hyderabad,Bachelor's,m,other,1,32,5.0,6,0,62.0,0
61870,Operations,Thiruvananthapuram,Bachelor's,f,other,1,31,5.0,4,0,59.0,1
22889,Sales & Marketing,Mumbai,Master's & above,m,other,1,48,4.0,7,0,51.0,0
65399,Procurement,Visakhapatnam,Bachelor's,m,other,1,31,3.0,3,0,67.0,0
55028,Technology,Mumbai,Bachelor's,m,other,2,30,3.0,6,0,83.0,0
57023,Operations,Delhi,Bachelor's,f,other,1,34,2.0,6,0,,0
73921,Operations,Chennai,Master's & above,f,other,2,40,3.0,8,0,57.0,0
76182,Analytics,Chandigarh,Bachelor's,m,sourcing,1,33,3.0,7,0,83.0,0
71327,Procurement,Mumbai,Bachelor's,f,other,1,34,3.0,4,0,66.0,0
44584,HR,Hyderabad,Master's & above,f,referred,1,32,5.0,7,0,59.0,1
49766,Operations,Jaipur,Bachelor's,m,other,1,27,1.0,4,0,59.0,0
71320,Sales & Marketing,Delhi,Bachelor's,f,other,1,52,5.0,20,0,48.0,1
55416,Operations,Delhi,Bachelor's,f,referred,1,35,4.0,10,0,60.0,0
28866,Procurement,Bhubaneswar,Bachelor's,m,sourcing,1,41,4.0,11,0,69.0,0
53336,Operations,Delhi,Bachelor's,f,sourcing,1,45,5.0,6,0,57.0,0
28035,Analytics,Hyderabad,,m,sourcing,1,30,5.0,3,0,84.0,0
19865,Analytics,Hyderabad,,m,sourcing,1,32,3.0,7,0,87.0,0
11380,Procurement,Delhi,Master's & above,f,sourcing,1,42,3.0,6,0,71.0,0
35041,Procurement,Guwahati,Bachelor's,m,sourcing,2,32,5.0,3,0,65.0,0
46295,Technology,Delhi,Bachelor's,f,other,4,28,3.0,4,0,77.0,0
21960,Operations,Hyderabad,Bachelor's,f,sourcing,2,25,3.0,2,0,56.0,0
41565,Sales & Marketing,Lucknow,Bachelor's,m,sourcing,1,32,5.0,4,0,52.0,0
56493,Sales & Marketing,Bangalore,Bachelor's,m,other,1,40,3.0,5,0,49.0,0
10831,Operations,Mumbai,Master's & above,m,sourcing,1,47,5.0,15,0,,0
46731,Finance,Hyderabad,Bachelor's,m,other,1,31,3.0,3,0,59.0,0
65859,Operations,Lucknow,Bachelor's,f,sourcing,1,31,2.0,4,0,60.0,0
2122,Operations,Hyderabad,Master's & above,f,sourcing,1,42,3.0,6,0,58.0,0
51144,Technology,Mumbai,Bachelor's,f,other,1,35,3.0,8,0,79.0,0
64058,Sales & Marketing,Hyderabad,Bachelor's,f,sourcing,1,25,,1,0,53.0,0
10384,Technology,Chandigarh,Bachelor's,f,other,1,25,2.0,1,0,81.0,0
58606,Operations,Ahmedabad,Bachelor's,f,other,1,26,,1,0,59.0,0
23070,Procurement,Bangalore,Master's & above,m,sourcing,1,33,1.0,4,0,74.0,0
11366,Sales & Marketing,Patna,Bachelor's,m,sourcing,1,34,4.0,7,0,47.0,0
57824,Sales & Marketing,Delhi,Bachelor's,f,other,2,29,,1,0,50.0,0
20448,Technology,Bangalore,Master's & above,m,other,1,38,4.0,3,0,78.0,0
6030,Operations,Lucknow,Master's & above,m,other,1,34,3.0,3,0,59.0,0
66945,Operations,Pondicherry,Master's & above,f,other,1,33,3.0,2,0,,0
36628,Legal,Bangalore,Bachelor's,f,other,1,32,1.0,5,0,57.0,0
42694,Procurement,Mumbai,Bachelor's,f,sourcing,1,29,3.0,2,0,76.0,0
45498,Sales & Marketing,Bangalore,Bachelor's,m,other,1,39,5.0,7,0,50.0,0
27438,Analytics,Kochi,Bachelor's,m,sourcing,1,32,4.0,7,0,82.0,0
13084,Analytics,Bangalore,Master's & above,m,other,2,37,5.0,9,0,85.0,0
52018,Operations,Indore,Master's & above,f,other,1,46,3.0,16,0,62.0,0
52655,Operations,Jamshedpur,Master's & above,f,sourcing,1,41,5.0,14,0,58.0,0
28446,Technology,Bangalore,Bachelor's,f,other,1,37,1.0,4,0,80.0,0
68602,Sales & Marketing,Delhi,Master's & above,f,other,1,45,5.0,6,0,48.0,0
58924,Operations,Hyderabad,Bachelor's,m,other,1,35,3.0,8,0,69.0,1
67324,Legal,Delhi,Bachelor's,m,other,1,36,1.0,6,0,57.0,0
15078,Operations,Lucknow,Bachelor's,f,other,1,37,5.0,5,0,59.0,1
75332,Sales & Marketing,Delhi,Master's & above,f,sourcing,1,33,1.0,6,0,49.0,0
